NoCiv,NoCivSuf,Nomrue,OdoGener,OdoParti,OdoSpeci,join_key,code_postal
1252,,Rue de Grande-Bretagne,Rue,de,Grande-Bretagne,1252 RUE DE GRANDE-BRETAGNE,
607,,Rue Parent,Rue,,Parent,607 RUE PARENT,
1480,,Croissant Nelligan,Croissant,,Nelligan,1480 CROISSANT NELLIGAN,
240,,Rue André-Le Nôtre,Rue,,André-Le Nôtre,240 RUE ANDRE-LE NOTRE,
964,,Rue Circle,Rue,,Circle,964 RUE CIRCLE,
1397,,Rue de la Tamise,Rue,de la,Tamise,1397 RUE DE LA TAMISE,
1191,,Rue Suzanne,Rue,,Suzanne,1191 RUE SUZANNE,
2688,,Chemin de la Cabane-Ronde,Chemin,de la,Cabane-Ronde,2688 CH DE LA CABANE-RONDE,
1440,,Rue Labelle,Rue,,Labelle,1440 RUE LABELLE,
923,,Rue Circle,Rue,,Circle,923 RUE CIRCLE,
2747,,Rue Dumont,Rue,,Dumont,2747 RUE DUMONT,
2931,,Rue des Mésanges,Rue,des,Mésanges,2931 RUE DES MESANGES,
2253,,Boulevard de Mascouche,Boulevard,de,Mascouche,2253 BOUL DE MASCOUCHE,
2803,,Croissant des Roitelets,Croissant,des,Roitelets,2803 CROISSANT DES ROITELETS,
149,,Rue Cottage,Rue,,Cottage,149 RUE COTTAGE,
2888,,Rue Gouin,Rue,,Gouin,2888 RUE GOUIN,
1138,,Place Mauriac,Place,,Mauriac,1138 PLACE MAURIAC,
1253,,Avenue Lafleur,Avenue,,Lafleur,1253 AV LAFLEUR,
2772,,Rue des Chardonnerets,Rue,des,Chardonnerets,2772 RUE DES CHARDONNERETS,
443,,Rue Caron,Rue,,Caron,443 RUE CARON,
977,,Rue de Greenwich,Rue,de,Greenwich,977 RUE DE GREENWICH,
1690,,Rue Lauzon,Rue,,Lauzon,1690 RUE LAUZON,
1187,A,Chemin Saint-Henri,Chemin,,Saint-Henri,1187 CH ST-HENRI,
2737,,Avenue du Bocage,Avenue,du,Bocage,2737 AV DU BOCAGE,
1499,,Rue Lauzon,Rue,,Lauzon,1499 RUE LAUZON,
489,,Rue Parent,Rue,,Parent,489 RUE PARENT,
2872,,Rue Chauvette,Rue,,Chauvette,2872 RUE CHAUVETTE,
235,,Rue Bohémier,Rue,,Bohémier,235 RUE BOHEMIER,
357,,Avenue Crépeau,Avenue,,Crépeau,357 AV CREPEAU,
2917,,Rue Demers,Rue,,Demers,2917 RUE DEMERS,
1110,,Chemin des Anglais,Chemin,des,Anglais,1110 CH DES ANGLAIS,
310,,Rue des Parterres,Rue,des,Parterres,310 RUE DES PARTERRES,
2728,,Avenue de la Gare,Avenue,de la,Gare,2728 AV DE LA GARE,
1135,,Chemin Pincourt,Chemin,,Pincourt,1135 CH PINCOURT,
2374,,Rue de Versailles,Rue,de,Versailles,2374 RUE DE VERSAILLES,
1499,,Rue Beauchamp,Rue,,Beauchamp,1499 RUE BEAUCHAMP,
1005,,Avenue de Normandie,Avenue,de,Normandie,1005 AV DE NORMANDIE,
1370,,Avenue Phillips,Avenue,,Phillips,1370 AV PHILLIPS,
762,,Rue Mercier,Rue,,Mercier,762 RUE MERCIER,
418,,Avenue de l'Étang,Avenue,de l',Étang,418 AV DE L'ETANG,
1370,,Rue de Valence,Rue,de,Valence,1370 RUE DE VALENCE,
2875,,Rue Françoise-Giroud,Rue,,Françoise-Giroud,2875 RUE FRANCOISE-GIROUD,
2837,,Rue des Mésanges,Rue,des,Mésanges,2837 RUE DES MESANGES,
781,,Rue Turenne,Rue,,Turenne,781 RUE TURENNE,
940,,Rue Sauvé,Rue,,Sauvé,940 RUE SAUVE,
3298,,Rue De Musset,Rue,,De Musset,3298 RUE DE MUSSET,
2357,,Avenue de Maussac,Avenue,de,Maussac,2357 AV DE MAUSSAC,
1815,,Chemin de la Côte-Georges,Chemin,de la,Côte-Georges,1815 CH DE LA COTE-GEORGES,
1589,,Avenue Phillips,Avenue,,Phillips,1589 AV PHILLIPS,
2593,,Rue Cantin,Rue,,Cantin,2593 RUE CANTIN,
1151,,Rue Dompierre,Rue,,Dompierre,1151 RUE DOMPIERRE,
526,,Chemin des Anglais,Chemin,des,Anglais,526 CH DES ANGLAIS,
2626,,Rue De Vigny,Rue,,De Vigny,2626 RUE DE VIGNY,
2619,,Rue du Verger,Rue,du,Verger,2619 RUE DU VERGER,
1142,,Place Mauriac,Place,,Mauriac,1142 PLACE MAURIAC,
416,,Croissant de Bourguignon,Croissant,de,Bourguignon,416 CROISSANT DE BOURGUIGNON,
959,,Avenue De Maupassant,Avenue,,De Maupassant,959 AV DE MAUPASSANT,
1623,,Chemin Saint-Henri,Chemin,,Saint-Henri,1623 CH ST-HENRI,
2060,,Rue Rochon,Rue,,Rochon,2060 RUE ROCHON,
1360,,Rue de Valence,Rue,de,Valence,1360 RUE DE VALENCE,
1966,,Rue du Curé-Lalande,Rue,du,Curé-Lalande,1966 RUE DU CURE-LALANDE,
635,,Rue des Érables,Rue,des,Érables,635 RUE DES ERABLES,
677,,Rue des Éperviers,Rue,des,Éperviers,677 RUE DES EPERVIERS,
1585,,Avenue de Châteaubriant,Avenue,de,Châteaubriant,1585 AV DE CHATEAUBRIANT,
1330,,Avenue Louise,Avenue,,Louise,1330 AV LOUISE,
3408,,Rue Montcalm,Rue,,Montcalm,3408 RUE MONTCALM,
2903,,Rue Rostand,Rue,,Rostand,2903 RUE ROSTAND,
2159,,Avenue de la Gare,Avenue,de la,Gare,2159 AV DE LA GARE,
1288,A,Rue Bérard,Rue,,Bérard,1288 RUE BERARD,
2655,,Avenue Prévert,Avenue,,Prévert,2655 AV PREVERT,
2052,,Rue Brady,Rue,,Brady,2052 RUE BRADY,
1016,,Rue des Chrysanthèmes,Rue,des,Chrysanthèmes,1016 RUE DES CHRYSANTHEMES,
3394,,Rue Montcalm,Rue,,Montcalm,3394 RUE MONTCALM,
410,,Rue Jordan,Rue,,Jordan,410 RUE JORDAN,
1426,,Rue de Cherbourg,Rue,de,Cherbourg,1426 RUE DE CHERBOURG,
2617,,Rue De Vigny,Rue,,De Vigny,2617 RUE DE VIGNY,
1910,,Rue des Fontaines,Rue,des,Fontaines,1910 RUE DES FONTAINES,
2870,,Place des Sizerins,Place,des,Sizerins,2870 PLACE DES SIZERINS,
1295,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,1295 CH STE-MARIE,
1260,,Rue d'Algérie,Rue,d',Algérie,1260 RUE D'ALGERIE,
798,,Place de la Brise,Place,de la,Brise,798 PLACE DE LA BRISE,
958,,Place Colville,Place,,Colville,958 PLACE COLVILLE,
233,,Rue de Boissy,Rue,de,Boissy,233 RUE DE BOISSY,
491,,Rue du Lyonnais,Rue,du,Lyonnais,491 RUE DU LYONNAIS,
908,,Rue des Saules,Rue,des,Saules,908 RUE DES SAULES,
369,,Croissant de Castelnaud,Croissant,de,Castelnaud,369 CROISSANT DE CASTELNAUD,
482,,Avenue Crépeau,Avenue,,Crépeau,482 AV CREPEAU,
1375,,Avenue de Normandie,Avenue,de,Normandie,1375 AV DE NORMANDIE,
1433,,Avenue Saint-Jean,Avenue,,Saint-Jean,1433 AV ST-JEAN,
1938,,Rue du Curé-Lalande,Rue,du,Curé-Lalande,1938 RUE DU CURE-LALANDE,
2855,,Rue L'Heureux,Rue,,L'Heureux,2855 RUE L'HEUREUX,
481,,Place du Louvre,Place,du,Louvre,481 PLACE DU LOUVRE,
525,,Rue de Pompéi,Rue,de,Pompéi,525 RUE DE POMPEI,
890,,Rue des Érables,Rue,des,Érables,890 RUE DES ERABLES,
3400,,Rue de Vanier,Rue,de,Vanier,3400 RUE DE VANIER,
149,,Rue Sunny Side,Rue,,Sunny Side,149 RUE SUNNY SIDE,
643,,Rue des Éperviers,Rue,des,Éperviers,643 RUE DES EPERVIERS,
2574,,Rue des Faucons,Rue,des,Faucons,2574 RUE DES FAUCONS,
459,,Avenue Crépeau,Avenue,,Crépeau,459 AV CREPEAU,
558,,Rue de Saint-Gabriel,Rue,de,Saint-Gabriel,558 RUE DE ST-GABRIEL,
756,,Rue Brien,Rue,,Brien,756 RUE BRIEN,
780,,Chemin Pincourt,Chemin,,Pincourt,780 CH PINCOURT,
4031,,Chemin Saint-Philippe,Chemin,,Saint-Philippe,4031 CH ST-PHILIPPE,
2610,,Rue des Fontaines,Rue,des,Fontaines,2610 RUE DES FONTAINES,
446,,Rue de Saint-Gabriel,Rue,de,Saint-Gabriel,446 RUE DE ST-GABRIEL,
1404,,Avenue de la Gare,Avenue,de la,Gare,1404 AV DE LA GARE,
2872,,Rue Rostand,Rue,,Rostand,2872 RUE ROSTAND,
836,,Rue des Pâquerettes,Rue,des,Pâquerettes,836 RUE DES PAQUERETTES,
1821,,Rue Station,Rue,,Station,1821 RUE STATION,
2936,,Avenue des Ancêtres,Avenue,des,Ancêtres,2936 AV DES ANCETRES,
1725,,Avenue de la Gare,Avenue,de la,Gare,1725 AV DE LA GARE,
715,8,Rue de Montmartre,Rue,de,Montmartre,715 RUE DE MONTMARTRE,
1370,,Avenue Rawlinson,Avenue,,Rawlinson,1370 AV RAWLINSON,
662,,Place de la Brise,Place,de la,Brise,662 PLACE DE LA BRISE,
500,,Rue Jordan,Rue,,Jordan,500 RUE JORDAN,
1429,,Rue de Bellancourt,Rue,de,Bellancourt,1429 RUE DE BELLANCOURT,
2991,,Avenue Marie-Victorin,Avenue,,Marie-Victorin,2991 AV MARIE-VICTORIN,
3273,,Rue de Chambly,Rue,de,Chambly,3273 RUE DE CHAMBLY,
1493,,Avenue Saint-Jean,Avenue,,Saint-Jean,1493 AV ST-JEAN,
2063,,Rue Nicole,Rue,,Nicole,2063 RUE NICOLE,
1548,,Rue Lauzon,Rue,,Lauzon,1548 RUE LAUZON,
1515,,Rue Boissonneault,Rue,,Boissonneault,1515 RUE BOISSONNEAULT,
765,,Rue des Alpes,Rue,des,Alpes,765 RUE DES ALPES,
319,,Place de Villandry,Place,de,Villandry,319 PLACE DE VILLANDRY,
3061,,Avenue Louvain,Avenue,,Louvain,3061 AV LOUVAIN,
190,,Rue André-Le Nôtre,Rue,,André-Le Nôtre,190 RUE ANDRE-LE NOTRE,
2074,,Rue Chartrand,Rue,,Chartrand,2074 RUE CHARTRAND,
2247,,Boulevard de Mascouche,Boulevard,de,Mascouche,2247 BOUL DE MASCOUCHE,
781,,Avenue de l'Étang,Avenue,de l',Étang,781 AV DE L'ETANG,
1129,,Rue River,Rue,,River,1129 RUE RIVER,
2827,,Rue de Chartres,Rue,de,Chartres,2827 RUE DE CHARTRES,
1291,,Avenue de Chambéry,Avenue,de,Chambéry,1291 AV DE CHAMBERY,
1497,,Rue de Saint-Malo,Rue,de,Saint-Malo,1497 RUE DE ST-MALO,
3016,,Rue Patenaude,Rue,,Patenaude,3016 RUE PATENAUDE,
310,,Rue Dalpé,Rue,,Dalpé,310 RUE DALPE,
1355,,Avenue Louise,Avenue,,Louise,1355 AV LOUISE,
1517,,Rue Poplar,Rue,,Poplar,1517 RUE POPLAR,
3080,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,3080 CH STE-MARIE,
641,,Rue Martel,Rue,,Martel,641 RUE MARTEL,
968,,Rue Le Gardeur,Rue,,Le Gardeur,968 RUE LE GARDEUR,
1074,,Avenue de Châteaubriant,Avenue,de,Châteaubriant,1074 AV DE CHATEAUBRIANT,
2756,,Avenue Bourque,Avenue,,Bourque,2756 AV BOURQUE,
2601,,Rue de Limoges,Rue,de,Limoges,2601 RUE DE LIMOGES,
1489,,Rue Grignon,Rue,,Grignon,1489 RUE GRIGNON,
986,,Rue Sauvé,Rue,,Sauvé,986 RUE SAUVE,
427,,Rue Private,Rue,,Private,427 RUE PRIVATE,
2705,,Croissant des Grives,Croissant,des,Grives,2705 CROISSANT DES GRIVES,
3290,,Avenue de Charlevoix,Avenue,de,Charlevoix,3290 AV DE CHARLEVOIX,
210,,Montée Masson,Montée,,Masson,210 MTEE MASSON,
2762,,Avenue de la Gare,Avenue,de la,Gare,2762 AV DE LA GARE,
1040,,Avenue de Normandie,Avenue,de,Normandie,1040 AV DE NORMANDIE,
1458,,Avenue Phillips,Avenue,,Phillips,1458 AV PHILLIPS,
311,,Rue de Saint-Gabriel,Rue,de,Saint-Gabriel,311 RUE DE ST-GABRIEL,
2763,,Croissant des Geais-Bleus,Croissant,des,Geais-Bleus,2763 CROISSANT DES GEAIS-BLEUS,
1311,,Rue des Gerbes,Rue,des,Gerbes,1311 RUE DES GERBES,
1553,,Rue Lauzon,Rue,,Lauzon,1553 RUE LAUZON,
36,,Chemin Pincourt,Chemin,,Pincourt,36 CH PINCOURT,
2820,,Rue de Chartres,Rue,de,Chartres,2820 RUE DE CHARTRES,
475,,Montée Masson,Montée,,Masson,475 MTEE MASSON,
3360,,Chemin Saint-Pierre,Chemin,,Saint-Pierre,3360 CH ST-PIERRE,
2752,,Avenue de la Gare,Avenue,de la,Gare,2752 AV DE LA GARE,
1730,,Rue Maple,Rue,,Maple,1730 RUE MAPLE,
510,,Place de Chambord,Place,de,Chambord,510 PLACE DE CHAMBORD,
1450,,Boulevard Raymond,Boulevard,,Raymond,1450 BOUL RAYMOND,
1300,,Rue Circle,Rue,,Circle,1300 RUE CIRCLE,
2613,,Rue Verlaine,Rue,,Verlaine,2613 RUE VERLAINE,
2269,,Avenue de Maussac,Avenue,de,Maussac,2269 AV DE MAUSSAC,
466,,Rue Private,Rue,,Private,466 RUE PRIVATE,
624,,Avenue de l'Étang,Avenue,de l',Étang,624 AV DE L'ETANG,
2333,,Avenue de Maussac,Avenue,de,Maussac,2333 AV DE MAUSSAC,
924,,Avenue De Maupassant,Avenue,,De Maupassant,924 AV DE MAUPASSANT,
2676,,Rue de Clermont,Rue,de,Clermont,2676 RUE DE CLERMONT,
2319,,Boulevard de Mascouche,Boulevard,de,Mascouche,2319 BOUL DE MASCOUCHE,
1099,,Rue de Charlesbourg,Rue,de,Charlesbourg,1099 RUE DE CHARLESBOURG,
1247,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,1247 CH STE-MARIE,
1229,,Rue Cardinal,Rue,,Cardinal,1229 RUE CARDINAL,
1080,,Rue du Berry,Rue,du,Berry,1080 RUE DU BERRY,
1191,,Avenue Mathieu,Avenue,,Mathieu,1191 AV MATHIEU,
1733,,Rue Station,Rue,,Station,1733 RUE STATION,
2128,,Rue de Fontainebleau,Rue,de,Fontainebleau,2128 RUE DE FONTAINEBLEAU,
349,,Avenue de l'Étang,Avenue,de l',Étang,349 AV DE L'ETANG,
3063,,Boulevard de Mascouche,Boulevard,de,Mascouche,3063 BOUL DE MASCOUCHE,
1005,,Rue Longpré,Rue,,Longpré,1005 RUE LONGPRE,
2314,,Avenue de la Gare,Avenue,de la,Gare,2314 AV DE LA GARE,
2844,,Rue Rostand,Rue,,Rostand,2844 RUE ROSTAND,
366,,Avenue de l'Étang,Avenue,de l',Étang,366 AV DE L'ETANG,
700,,Avenue Crépeau,Avenue,,Crépeau,700 AV CREPEAU,
667,,Rue de Pompadour,Rue,de,Pompadour,667 RUE DE POMPADOUR,
1129,,Avenue de Charny,Avenue,de,Charny,1129 AV DE CHARNY,
2669,,Rue de Montpellier,Rue,de,Montpellier,2669 RUE DE MONTPELLIER,
2336,,Rue de Bayonne,Rue,de,Bayonne,2336 RUE DE BAYONNE,
1255,,Avenue Garden,Avenue,,Garden,1255 AV GARDEN,
2362,,Rue de Montbéliard,Rue,de,Montbéliard,2362 RUE DE MONTBELIARD,
1356,,Avenue Dupuis,Avenue,,Dupuis,1356 AV DUPUIS,
1325,,Rue d'Orléans,Rue,d',Orléans,1325 RUE D'ORLEANS,
1127,,Rue River,Rue,,River,1127 RUE RIVER,
1195,,Chemin des Anglais,Chemin,des,Anglais,1195 CH DES ANGLAIS,
241,,Rue de Saint-Gabriel,Rue,de,Saint-Gabriel,241 RUE DE ST-GABRIEL,
1926,,Avenue de la Gare,Avenue,de la,Gare,1926 AV DE LA GARE,
2340,,Rue de Versailles,Rue,de,Versailles,2340 RUE DE VERSAILLES,
3423,,Avenue de Charlevoix,Avenue,de,Charlevoix,3423 AV DE CHARLEVOIX,
413,,Place du Louvre,Place,du,Louvre,413 PLACE DU LOUVRE,
130,,Montée Masson,Montée,,Masson,130 MTEE MASSON,
2926,,Rue Demers,Rue,,Demers,2926 RUE DEMERS,
509,,Rue Parent,Rue,,Parent,509 RUE PARENT,
1846,,Montée du Domaine,Montée,du,Domaine,1846 MTEE DU DOMAINE,
2275,,Avenue de la Gare,Avenue,de la,Gare,2275 AV DE LA GARE,
1234,,Avenue Lafleur,Avenue,,Lafleur,1234 AV LAFLEUR,
1375,,Rue de Dieppe,Rue,de,Dieppe,1375 RUE DE DIEPPE,
2729,,Avenue du Bocage,Avenue,du,Bocage,2729 AV DU BOCAGE,
2273,,Chemin Saint-Henri,Chemin,,Saint-Henri,2273 CH ST-HENRI,
2556,,Avenue de Maussac,Avenue,de,Maussac,2556 AV DE MAUSSAC,
1460,,Avenue du Mistral,Avenue,du,Mistral,1460 AV DU MISTRAL,
2090,,Rue Annette,Rue,,Annette,2090 RUE ANNETTE,
1087,,Chemin Saint-Henri,Chemin,,Saint-Henri,1087 CH ST-HENRI,
259,,Avenue Crépeau,Avenue,,Crépeau,259 AV CREPEAU,
1180,,Rue des Fontaines,Rue,des,Fontaines,1180 RUE DES FONTAINES,
2740,,Rue de Toulouse,Rue,de,Toulouse,2740 RUE DE TOULOUSE,
2624,,Rue de Paris,Rue,de,Paris,2624 RUE DE PARIS,
3369,,Rue Montcalm,Rue,,Montcalm,3369 RUE MONTCALM,
2691,,Rue des Bruants,Rue,des,Bruants,2691 RUE DES BRUANTS,
1442,,Rue Pine,Rue,,Pine,1442 RUE PINE,
2310,,Chemin du Lac,Chemin,du,Lac,2310 CH DU LAC,
1026,,Avenue Dupuis,Avenue,,Dupuis,1026 AV DUPUIS,
909,,Chemin des Anglais,Chemin,des,Anglais,909 CH DES ANGLAIS,
740,,Place des Mésanges,Place,des,Mésanges,740 PLACE DES MESANGES,
2883,,Chemin Saint-Henri,Chemin,,Saint-Henri,2883 CH ST-HENRI,
2989,,Rue Perrier,Rue,,Perrier,2989 RUE PERRIER,
1268,,Rue du Havre,Rue,du,Havre,1268 RUE DU HAVRE,
2081,,Avenue de la Gare,Avenue,de la,Gare,2081 AV DE LA GARE,
2337,,Avenue de Maussac,Avenue,de,Maussac,2337 AV DE MAUSSAC,
2852,,Place Jules-Verne,Place,,Jules-Verne,2852 PLACE JULES-VERNE,
2234,,Avenue de la Gare,Avenue,de la,Gare,2234 AV DE LA GARE,
347,,Place de Villandry,Place,de,Villandry,347 PLACE DE VILLANDRY,
2892,,Avenue des Ancêtres,Avenue,des,Ancêtres,2892 AV DES ANCETRES,
763,,Avenue de l'Envolée,Avenue,de l',Envolée,763 AV DE L'ENVOLEE,
2836,,Chemin Saint-Philippe,Chemin,,Saint-Philippe,2836 CH ST-PHILIPPE,
2340,,Rue de Toulon,Rue,de,Toulon,2340 RUE DE TOULON,
2957,A,Chemin Sainte-Marie,Chemin,,Sainte-Marie,2957 CH STE-MARIE,
672,,Croissant du Grand-Duc,Croissant,du,Grand-Duc,672 CROISSANT DU GRAND-DUC,
847,,Rue des Tulipes,Rue,des,Tulipes,847 RUE DES TULIPES,
1392,,Avenue du Mistral,Avenue,du,Mistral,1392 AV DU MISTRAL,
2759,,Rue des Futaies,Rue,des,Futaies,2759 RUE DES FUTAIES,
27,,Chemin Pincourt,Chemin,,Pincourt,27 CH PINCOURT,
975,,Place Rimbaud,Place,,Rimbaud,975 PLACE RIMBAUD,
2812,,Rue Chauvette,Rue,,Chauvette,2812 RUE CHAUVETTE,
2177,,Place de Chambois,Place,de,Chambois,2177 PLACE DE CHAMBOIS,
2733,,Avenue du Bocage,Avenue,du,Bocage,2733 AV DU BOCAGE,
850,,Montée Masson,Montée,,Masson,850 MTEE MASSON,
558,,Rue Brien,Rue,,Brien,558 RUE BRIEN,
848,,Rue des Roses,Rue,des,Roses,848 RUE DES ROSES,
2720,,Rue De Vigny,Rue,,De Vigny,2720 RUE DE VIGNY,
2395,,Rue de Chenonceau,Rue,de,Chenonceau,2395 RUE DE CHENONCEAU,
2803,,Rue des Buses,Rue,des,Buses,2803 RUE DES BUSES,
385,,Rue Dalpé,Rue,,Dalpé,385 RUE DALPE,
1392,,Rue du Panama,Rue,du,Panama,1392 RUE DU PANAMA,
537,,Avenue de l'Étang,Avenue,de l',Étang,537 AV DE L'ETANG,
2245,,Boulevard de Mascouche,Boulevard,de,Mascouche,2245 BOUL DE MASCOUCHE,
1140,,Rue des Fontaines,Rue,des,Fontaines,1140 RUE DES FONTAINES,
2043,,Avenue de la Gare,Avenue,de la,Gare,2043 AV DE LA GARE,
2897,,Place de Deauville,Place,de,Deauville,2897 PLACE DE DEAUVILLE,
650,,Rue Duhamel,Rue,,Duhamel,650 RUE DUHAMEL,
1458,,Avenue Louise,Avenue,,Louise,1458 AV LOUISE,
2628,,Rue des Faucons,Rue,des,Faucons,2628 RUE DES FAUCONS,
939,,Avenue De Maupassant,Avenue,,De Maupassant,939 AV DE MAUPASSANT,
2600,,Avenue de la Gare,Avenue,de la,Gare,2600 AV DE LA GARE,
1541,,Rue de Côte-d'Ivoire,Rue,de,Côte-d'Ivoire,1541 RUE DE COTE-D'IVOIRE,
400,,Avenue Crépeau,Avenue,,Crépeau,400 AV CREPEAU,
1372,,Rue Lauzon,Rue,,Lauzon,1372 RUE LAUZON,
2071,,Rue Annette,Rue,,Annette,2071 RUE ANNETTE,
2615,,Rue du Verger,Rue,du,Verger,2615 RUE DU VERGER,
2530,,Rue de Bayeux,Rue,de,Bayeux,2530 RUE DE BAYEUX,
3363,,Rue Saint-Martin,Rue,,Saint-Martin,3363 RUE ST-MARTIN,
561,,Rue Martel,Rue,,Martel,561 RUE MARTEL,
1019,,Avenue Dupuis,Avenue,,Dupuis,1019 AV DUPUIS,
1433,,Avenue Mathieu,Avenue,,Mathieu,1433 AV MATHIEU,
2792,,Avenue du Bocage,Avenue,du,Bocage,2792 AV DU BOCAGE,
2780,,Avenue du Bocage,Avenue,du,Bocage,2780 AV DU BOCAGE,
2807,,Rue de Chartres,Rue,de,Chartres,2807 RUE DE CHARTRES,
297,,Avenue Crépeau,Avenue,,Crépeau,297 AV CREPEAU,
907,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,907 CH STE-MARIE,
470,,Avenue de l'Étang,Avenue,de l',Étang,470 AV DE L'ETANG,
642,,Rue de Pompadour,Rue,de,Pompadour,642 RUE DE POMPADOUR,
2655,,Chemin Saint-Philippe,Chemin,,Saint-Philippe,2655 CH ST-PHILIPPE,
211,,Rue des Parterres,Rue,des,Parterres,211 RUE DES PARTERRES,
1637,,Chemin de la Côte-Georges,Chemin,de la,Côte-Georges,1637 CH DE LA COTE-GEORGES,
538,,Rue Birch Grove,Rue,,Birch Grove,538 RUE BIRCH GROVE,
667,,Rue Beauregard,Rue,,Beauregard,667 RUE BEAUREGARD,
973,,Avenue Dupuis,Avenue,,Dupuis,973 AV DUPUIS,
963,,Rue des Cerisiers,Rue,des,Cerisiers,963 RUE DES CERISIERS,
1900,,Rue des Fontaines,Rue,des,Fontaines,1900 RUE DES FONTAINES,
2149,,Avenue de la Gare,Avenue,de la,Gare,2149 AV DE LA GARE,
3021,,Rue Demers,Rue,,Demers,3021 RUE DEMERS,
3304,,Rue Roy,Rue,,Roy,3304 RUE ROY,
637,,Avenue de l'Étang,Avenue,de l',Étang,637 AV DE L'ETANG,
1091,,Avenue Garden,Avenue,,Garden,1091 AV GARDEN,
760,,Rue Turenne,Rue,,Turenne,760 RUE TURENNE,
679,,Croissant de Landreville,Croissant,de,Landreville,679 CROISSANT DE LANDREVILLE,
1188,,Rue de Charlesbourg,Rue,de,Charlesbourg,1188 RUE DE CHARLESBOURG,
516,,Rue Andrassy,Rue,,Andrassy,516 RUE ANDRASSY,
1196,,Rue d'Auvergne,Rue,d',Auvergne,1196 RUE D'AUVERGNE,
2721,,Rue de Bordeaux,Rue,de,Bordeaux,2721 RUE DE BORDEAUX,
2622,,Rue Rousseau,Rue,,Rousseau,2622 RUE ROUSSEAU,
615,,Rue Chauveau,Rue,,Chauveau,615 RUE CHAUVEAU,
2870,,Rue d'Avignon,Rue,d',Avignon,2870 RUE D'AVIGNON,
2069,,Avenue de la Gare,Avenue,de la,Gare,2069 AV DE LA GARE,
652,,Rue de Pompadour,Rue,de,Pompadour,652 RUE DE POMPADOUR,
3050,,Avenue Bourque,Avenue,,Bourque,3050 AV BOURQUE,
926,,Rue des Fontaines,Rue,des,Fontaines,926 RUE DES FONTAINES,
348,,Rue de Margaux,Rue,de,Margaux,348 RUE DE MARGAUX,
707,,Avenue de l'Étang,Avenue,de l',Étang,707 AV DE L'ETANG,
2539,,Chemin Saint-Philippe,Chemin,,Saint-Philippe,2539 CH ST-PHILIPPE,
2046,,7e Avenue,Avenue,,7e,2046 7E AV,
608,,Avenue de l'Envolée,Avenue,de l',Envolée,608 AV DE L'ENVOLEE,
3389,,Rue de Vanier,Rue,de,Vanier,3389 RUE DE VANIER,
2578,,Rue de Montpellier,Rue,de,Montpellier,2578 RUE DE MONTPELLIER,
1303,,Rue des Chênes,Rue,des,Chênes,1303 RUE DES CHENES,
1121,,Rue Circle,Rue,,Circle,1121 RUE CIRCLE,
500,,Rue Trudeau,Rue,,Trudeau,500 RUE TRUDEAU,
387,,Place du Louvre,Place,du,Louvre,387 PLACE DU LOUVRE,
2090,,3e Avenue,Avenue,,3e,2090 3E AV,
2754,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,2754 CH STE-MARIE,
543,,Rue Chauveau,Rue,,Chauveau,543 RUE CHAUVEAU,
1171,,Avenue de Chambéry,Avenue,de,Chambéry,1171 AV DE CHAMBERY,
942,,Rue des Cerisiers,Rue,des,Cerisiers,942 RUE DES CERISIERS,
2456,,Rue de Carnac,Rue,de,Carnac,2456 RUE DE CARNAC,
371,,Rue Terry-Fox,Rue,,Terry-Fox,371 RUE TERRY-FOX,
2517,,Rue de Limoges,Rue,de,Limoges,2517 RUE DE LIMOGES,
1317,,Rue de Grande-Bretagne,Rue,de,Grande-Bretagne,1317 RUE DE GRANDE-BRETAGNE,
2703,,Chemin Gascon,Chemin,,Gascon,2703 CH GASCON,
595,,Montée Masson,Montée,,Masson,595 MTEE MASSON,
1288,,Rue de Norvège,Rue,de,Norvège,1288 RUE DE NORVEGE,
2214,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,2214 CH STE-MARIE,
1363,,Rue de l'Aigle,Rue,de l',Aigle,1363 RUE DE L'AIGLE,
2374,,Rue de Limoges,Rue,de,Limoges,2374 RUE DE LIMOGES,
1042,,Place de Landreville,Place,de,Landreville,1042 PLACE DE LANDREVILLE,
2333,,Rue de Bayonne,Rue,de,Bayonne,2333 RUE DE BAYONNE,
1271,B,Avenue de la Gare,Avenue,de la,Gare,1271 AV DE LA GARE,
523,,Avenue de l'Étang,Avenue,de l',Étang,523 AV DE L'ETANG,
2330,,Avenue de la Gare,Avenue,de la,Gare,2330 AV DE LA GARE,
469,,Croissant du Trianon,Croissant,du,Trianon,469 CROISSANT DU TRIANON,
1075,,Montée Masson,Montée,,Masson,1075 MTEE MASSON,
1031,,Rue Lapointe,Rue,,Lapointe,1031 RUE LAPOINTE,
359,,Place des Pluviers,Place,des,Pluviers,359 PLACE DES PLUVIERS,
481,,Rue Marchand,Rue,,Marchand,481 RUE MARCHAND,
3362,,Rue Montcalm,Rue,,Montcalm,3362 RUE MONTCALM,
2530,,Rue de Carnac,Rue,de,Carnac,2530 RUE DE CARNAC,
149,,Rue de Boissy,Rue,de,Boissy,149 RUE DE BOISSY,
