NoCiv,NoCivSuf,Nomrue,OdoGener,OdoParti,OdoSpeci,join_key,code_postal
2829,,Avenue Marie-Victorin,Avenue,,Marie-Victorin,2829 AV MARIE-VICTORIN,
3024,,Rue Perrier,Rue,,Perrier,3024 RUE PERRIER,
686,B,Croissant du Grand-Duc,Croissant,du,Grand-Duc,686 CROISSANT DU GRAND-DUC,
1895,,Chemin Saint-Henri,Chemin,,Saint-Henri,1895 CH ST-HENRI,
1290,,Chemin Saint-Henri,Chemin,,Saint-Henri,1290 CH ST-HENRI,
1447,,Chemin Saint-Henri,Chemin,,Saint-Henri,1447 CH ST-HENRI,
2350,,Rue de Versailles,Rue,de,Versailles,2350 RUE DE VERSAILLES,
1090,,Croissant Augusta,Croissant,,Augusta,1090 CROISSANT AUGUSTA,
959,,Rue de Lévis,Rue,de,Lévis,959 RUE DE LEVIS,
2853,,Chemin Saint-Philippe,Chemin,,Saint-Philippe,2853 CH ST-PHILIPPE,
405,,Avenue de l'Étang,Avenue,de l',Étang,405 AV DE L'ETANG,
2890,,Rue Dupras,Rue,,Dupras,2890 RUE DUPRAS,
332,,Rue Dalpé,Rue,,Dalpé,332 RUE DALPE,
735,,Montée Masson,Montée,,Masson,735 MTEE MASSON,
2896,,Rue Rostand,Rue,,Rostand,2896 RUE ROSTAND,
1122,,Avenue de Charny,Avenue,de,Charny,1122 AV DE CHARNY,
2548,,Avenue de Maussac,Avenue,de,Maussac,2548 AV DE MAUSSAC,
2597,,Rue de Limoges,Rue,de,Limoges,2597 RUE DE LIMOGES,
430,,Place de Vincennes,Place,de,Vincennes,430 PLACE DE VINCENNES,
3033,,Rue Demers,Rue,,Demers,3033 RUE DEMERS,
1264,,Rue Crescent,Rue,,Crescent,1264 RUE CRESCENT,
1438,,Rue de Cherbourg,Rue,de,Cherbourg,1438 RUE DE CHERBOURG,
2614,,Rue de Montpellier,Rue,de,Montpellier,2614 RUE DE MONTPELLIER,
1076,,Rue Barott,Rue,,Barott,1076 RUE BAROTT,
2646,,Rue Rousseau,Rue,,Rousseau,2646 RUE ROUSSEAU,
1267,,Rue Suzanne,Rue,,Suzanne,1267 RUE SUZANNE,
322,,Rue de Margaux,Rue,de,Margaux,322 RUE DE MARGAUX,
1103,,Avenue de Châteaubriant,Avenue,de,Châteaubriant,1103 AV DE CHATEAUBRIANT,
2161,,Rue Bergeron,Rue,,Bergeron,2161 RUE BERGERON,
2710,,Rue Coursol,Rue,,Coursol,2710 RUE COURSOL,
506,,Place du Martinet,Place,du,Martinet,506 PLACE DU MARTINET,
2993,,Rue Demers,Rue,,Demers,2993 RUE DEMERS,
969,,Rue Longpré,Rue,,Longpré,969 RUE LONGPRE,
944,,Rue Lapointe,Rue,,Lapointe,944 RUE LAPOINTE,
1285,,Avenue Louise,Avenue,,Louise,1285 AV LOUISE,
2626,,Avenue Prévert,Avenue,,Prévert,2626 AV PREVERT,
988,,Rue Lapointe,Rue,,Lapointe,988 RUE LAPOINTE,
566,,Rue Parent,Rue,,Parent,566 RUE PARENT,
2850,,Rue des Buses,Rue,des,Buses,2850 RUE DES BUSES,
3480,,Chemin Saint-Pierre,Chemin,,Saint-Pierre,3480 CH ST-PIERRE,
2840,,Rue Françoise-Giroud,Rue,,Françoise-Giroud,2840 RUE FRANCOISE-GIROUD,
1080,,Rue Lamartine,Rue,,Lamartine,1080 RUE LAMARTINE,
2879,,Rue Chauvette,Rue,,Chauvette,2879 RUE CHAUVETTE,
840,,Rue des Trèfles,Rue,des,Trèfles,840 RUE DES TREFLES,
608,,Rue de Pompéi,Rue,de,Pompéi,608 RUE DE POMPEI,
2235,,Rue de Davignac,Rue,de,Davignac,2235 RUE DE DAVIGNAC,
697,,Avenue de l'Étang,Avenue,de l',Étang,697 AV DE L'ETANG,
1177,,Avenue Lafleur,Avenue,,Lafleur,1177 AV LAFLEUR,
2297,,Avenue de Maussac,Avenue,de,Maussac,2297 AV DE MAUSSAC,
1470,,Rue Poirier,Rue,,Poirier,1470 RUE POIRIER,J7L 1V7
623,,Rue Chauveau,Rue,,Chauveau,623 RUE CHAUVEAU,
957,,Montée Masson,Montée,,Masson,957 MTEE MASSON,
225,,Rue Kolle,Rue,,Kolle,225 RUE KOLLE,
2634,,Rue Cantin,Rue,,Cantin,2634 RUE CANTIN,
1361,,Rue Barott,Rue,,Barott,1361 RUE BAROTT,
3052,,Avenue Charron,Avenue,,Charron,3052 AV CHARRON,
170,,Rue des Parterres,Rue,des,Parterres,170 RUE DES PARTERRES,
1068,,Rue de Charlesbourg,Rue,de,Charlesbourg,1068 RUE DE CHARLESBOURG,
2075,,4e Avenue,Avenue,,4e,2075 4E AV,
291,,Rue de Margaux,Rue,de,Margaux,291 RUE DE MARGAUX,
638,,Rue Chauveau,Rue,,Chauveau,638 RUE CHAUVEAU,
2325,,Avenue de Maussac,Avenue,de,Maussac,2325 AV DE MAUSSAC,
373,,Rue de Margaux,Rue,de,Margaux,373 RUE DE MARGAUX,
353,,Place de Villandry,Place,de,Villandry,353 PLACE DE VILLANDRY,
272,,Montée Masson,Montée,,Masson,272 MTEE MASSON,
1291,,Chemin de la Côte-Georges,Chemin,de la,Côte-Georges,1291 CH DE LA COTE-GEORGES,
651,,Rue Duhamel,Rue,,Duhamel,651 RUE DUHAMEL,
1407,,Rue Labelle,Rue,,Labelle,1407 RUE LABELLE,
2364,,Chemin de la Cabane-Ronde,Chemin,de la,Cabane-Ronde,2364 CH DE LA CABANE-RONDE,
3280,,Avenue de la Gare,Avenue,de la,Gare,3280 AV DE LA GARE,
2021,,Avenue de la Gare,Avenue,de la,Gare,2021 AV DE LA GARE,
1235,,Rue Boissonneault,Rue,,Boissonneault,1235 RUE BOISSONNEAULT,
147,,Chemin Pincourt,Chemin,,Pincourt,147 CH PINCOURT,
2797,,Croissant des Geais-Bleus,Croissant,des,Geais-Bleus,2797 CROISSANT DES GEAIS-BLEUS,
2536,,Rue de Bayeux,Rue,de,Bayeux,2536 RUE DE BAYEUX,
3106,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,3106 CH STE-MARIE,
3257,,Rue De Musset,Rue,,De Musset,3257 RUE DE MUSSET,
425,,Rue Andrassy,Rue,,Andrassy,425 RUE ANDRASSY,
1439,,Rue d'Amiens,Rue,d',Amiens,1439 RUE D'AMIENS,
2889,,Rue Gouin,Rue,,Gouin,2889 RUE GOUIN,
3385,,Avenue de Charlevoix,Avenue,de,Charlevoix,3385 AV DE CHARLEVOIX,
1452,,Chemin Saint-Henri,Chemin,,Saint-Henri,1452 CH ST-HENRI,
2968,,Avenue de la Gare,Avenue,de la,Gare,2968 AV DE LA GARE,
1072,,Rue Lamartine,Rue,,Lamartine,1072 RUE LAMARTINE,
505,,Rue Parent,Rue,,Parent,505 RUE PARENT,
281,,Rue du Dorset,Rue,du,Dorset,281 RUE DU DORSET,
689,,Rue Turenne,Rue,,Turenne,689 RUE TURENNE,
2171,,Place de Chambois,Place,de,Chambois,2171 PLACE DE CHAMBOIS,
1292,,Croissant Louise,Croissant,,Louise,1292 CROISSANT LOUISE,
1449,,Avenue Louise,Avenue,,Louise,1449 AV LOUISE,
2577,,Croissant Guay,Croissant,,Guay,2577 CROISSANT GUAY,
2096,,Rue de Fontainebleau,Rue,de,Fontainebleau,2096 RUE DE FONTAINEBLEAU,
941,,Rue Le Gardeur,Rue,,Le Gardeur,941 RUE LE GARDEUR,
444,,Montée Masson,Montée,,Masson,444 MTEE MASSON,
2458,,Croissant d'Auteuil,Croissant,d',Auteuil,2458 CROISSANT D'AUTEUIL,
263,,Chemin des Anglais,Chemin,des,Anglais,263 CH DES ANGLAIS,
1308,,Rue Bérard,Rue,,Bérard,1308 RUE BERARD,
1908,A,Rue de Brompton,Rue,de,Brompton,1908 RUE DE BROMPTON,
1980,,Avenue de la Gare,Avenue,de la,Gare,1980 AV DE LA GARE,
1498,,Rue Joy,Rue,,Joy,1498 RUE JOY,
1009,,Rue de l'Amour,Rue,de l',Amour,1009 RUE DE L'AMOUR,
2255,,Avenue du Noroît,Avenue,du,Noroît,2255 AV DU NOROIT,
290,,Rue du Dorset,Rue,du,Dorset,290 RUE DU DORSET,
1543,,Avenue de la Gare,Avenue,de la,Gare,1543 AV DE LA GARE,
2124,,Rue Annette,Rue,,Annette,2124 RUE ANNETTE,
2898,,Rue Rostand,Rue,,Rostand,2898 RUE ROSTAND,
1615,,Avenue de la Gare,Avenue,de la,Gare,1615 AV DE LA GARE,
724,,Rue Turenne,Rue,,Turenne,724 RUE TURENNE,
1252,,Avenue Louise,Avenue,,Louise,1252 AV LOUISE,
2612,,Rue Rousseau,Rue,,Rousseau,2612 RUE ROUSSEAU,
2568,,Rue de Limoges,Rue,de,Limoges,2568 RUE DE LIMOGES,
2437,,Croissant François-Villon,Croissant,,François-Villon,2437 CROISSANT FRANCOIS-VILLON,
825,,Rue Brien,Rue,,Brien,825 RUE BRIEN,
2364,,Rue de Versailles,Rue,de,Versailles,2364 RUE DE VERSAILLES,
426,,Avenue de l'Étang,Avenue,de l',Étang,426 AV DE L'ETANG,
2616,,Croissant Guay,Croissant,,Guay,2616 CROISSANT GUAY,
344,,Montée Masson,Montée,,Masson,344 MTEE MASSON,
2579,,Rue du Verger,Rue,du,Verger,2579 RUE DU VERGER,
926,,Croissant Georges-Delfosse,Croissant,,Georges-Delfosse,926 CROISSANT GEORGES-DELFOSSE,
1285,,Rue Mégantic,Rue,,Mégantic,1285 RUE MEGANTIC,
876,,Rue des Cèdres,Rue,des,Cèdres,876 RUE DES CEDRES,
3235,A,Chemin Gascon,Chemin,,Gascon,3235 CH GASCON,
465,,Rue Terry-Fox,Rue,,Terry-Fox,465 RUE TERRY-FOX,
660,,Rue Beauregard,Rue,,Beauregard,660 RUE BEAUREGARD,
1694,,Chemin de la Côte-Georges,Chemin,de la,Côte-Georges,1694 CH DE LA COTE-GEORGES,
2796,,Rue des Buses,Rue,des,Buses,2796 RUE DES BUSES,
2594,,Avenue de la Gare,Avenue,de la,Gare,2594 AV DE LA GARE,
690,,Rue de Montmartre,Rue,de,Montmartre,690 RUE DE MONTMARTRE,
943,,Rue des Cèdres,Rue,des,Cèdres,943 RUE DES CEDRES,
2972,,Rue Dugas,Rue,,Dugas,2972 RUE DUGAS,
1269,,Avenue de la Grande-Allée,Avenue,de la,Grande-Allée,1269 AV DE LA GRANDE-ALLEE,
625,,Rue Duhamel,Rue,,Duhamel,625 RUE DUHAMEL,
705,,Rue de Saint-Gabriel,Rue,de,Saint-Gabriel,705 RUE DE ST-GABRIEL,
2269,,Rue de Fontainebleau,Rue,de,Fontainebleau,2269 RUE DE FONTAINEBLEAU,
2486,,Rue de Limoges,Rue,de,Limoges,2486 RUE DE LIMOGES,
618,,Rue de Pompadour,Rue,de,Pompadour,618 RUE DE POMPADOUR,
3745,,Rue Gauvreau,Rue,,Gauvreau,3745 RUE GAUVREAU,
1530,,Rue de Côte-d'Ivoire,Rue,de,Côte-d'Ivoire,1530 RUE DE COTE-D'IVOIRE,
2462,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,2462 CH STE-MARIE,
167,,Rue de Boissy,Rue,de,Boissy,167 RUE DE BOISSY,
2032,,Rue Odette,Rue,,Odette,2032 RUE ODETTE,
2229,,Chemin de la Cabane-Ronde,Chemin,de la,Cabane-Ronde,2229 CH DE LA CABANE-RONDE,
3370,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,3370 CH STE-MARIE,
979,,Place Colville,Place,,Colville,979 PLACE COLVILLE,
2627,,Rue du Verger,Rue,du,Verger,2627 RUE DU VERGER,
1099,,Rue Lamartine,Rue,,Lamartine,1099 RUE LAMARTINE,
2352,,Avenue du Noroît,Avenue,du,Noroît,2352 AV DU NOROIT,
3099,,Avenue Bourque,Avenue,,Bourque,3099 AV BOURQUE,
2592,,Avenue de Maussac,Avenue,de,Maussac,2592 AV DE MAUSSAC,
734,,Place de la Brise,Place,de la,Brise,734 PLACE DE LA BRISE,
967,,Rue du Bord-de-l'Eau,Rue,du,Bord-de-l'Eau,967 RUE DU BORD-DE-L'EAU,
625,,Rue de Pompadour,Rue,de,Pompadour,625 RUE DE POMPADOUR,
929,,Rue des Fontaines,Rue,des,Fontaines,929 RUE DES FONTAINES,
2820,,Croissant des Grives,Croissant,des,Grives,2820 CROISSANT DES GRIVES,
110,,Rue Jordan,Rue,,Jordan,110 RUE JORDAN,
2932,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,2932 CH STE-MARIE,
1760,,Rue des Fontaines,Rue,des,Fontaines,1760 RUE DES FONTAINES,
3380,,Rue De Musset,Rue,,De Musset,3380 RUE DE MUSSET,
436,,Rue Parent,Rue,,Parent,436 RUE PARENT,
2665,,Rue de Montpellier,Rue,de,Montpellier,2665 RUE DE MONTPELLIER,
645,,Rue Andrassy,Rue,,Andrassy,645 RUE ANDRASSY,
1376,,Chemin Saint-Henri,Chemin,,Saint-Henri,1376 CH ST-HENRI,
2810,,Place de Beaumont,Place,de,Beaumont,2810 PLACE DE BEAUMONT,
1327,,Chemin Saint-Henri,Chemin,,Saint-Henri,1327 CH ST-HENRI,
1611,,Rue Pine,Rue,,Pine,1611 RUE PINE,
2517,,Avenue de Maussac,Avenue,de,Maussac,2517 AV DE MAUSSAC,
1460,,Boulevard Raymond,Boulevard,,Raymond,1460 BOUL RAYMOND,
2374,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,2374 CH STE-MARIE,
394,,Rue des Busards,Rue,des,Busards,394 RUE DES BUSARDS,
1369,,Rue de l'Aigle,Rue,de l',Aigle,1369 RUE DE L'AIGLE,
470,,Rue Andrassy,Rue,,Andrassy,470 RUE ANDRASSY,
1196,,Avenue Saint-Jean,Avenue,,Saint-Jean,1196 AV ST-JEAN,
1115,,Avenue Dupuis,Avenue,,Dupuis,1115 AV DUPUIS,
909,,Rue des Sapins,Rue,des,Sapins,909 RUE DES SAPINS,
1306,,Avenue de Châteaubriant,Avenue,de,Châteaubriant,1306 AV DE CHATEAUBRIANT,
1549,,Avenue Louise,Avenue,,Louise,1549 AV LOUISE,
378,,Rue Caron,Rue,,Caron,378 RUE CARON,
3008,,Rue Perrier,Rue,,Perrier,3008 RUE PERRIER,
2602,,Rue des Fontaines,Rue,des,Fontaines,2602 RUE DES FONTAINES,
1461,,Avenue Rawlinson,Avenue,,Rawlinson,1461 AV RAWLINSON,
329,,Rue Louis-Hébert,Rue,,Louis-Hébert,329 RUE LOUIS-HEBERT,
1357,,Avenue Dupuis,Avenue,,Dupuis,1357 AV DUPUIS,
1330,,Rue des Fontaines,Rue,des,Fontaines,1330 RUE DES FONTAINES,
686,,Rue Brien,Rue,,Brien,686 RUE BRIEN,
501,,Rue Terry-Fox,Rue,,Terry-Fox,501 RUE TERRY-FOX,
1063,,Avenue Dupuis,Avenue,,Dupuis,1063 AV DUPUIS,
2906,,Avenue des Ancêtres,Avenue,des,Ancêtres,2906 AV DES ANCETRES,
1565,,Rue Pine,Rue,,Pine,1565 RUE PINE,
2010,,Rue Glen Abbey,Rue,,Glen Abbey,2010 RUE GLEN ABBEY,
1391,,Rue Barott,Rue,,Barott,1391 RUE BAROTT,
1096,,Rue de Charlesbourg,Rue,de,Charlesbourg,1096 RUE DE CHARLESBOURG,
195,,Rue Bohémier,Rue,,Bohémier,195 RUE BOHEMIER,
170,,Chemin des Anglais,Chemin,des,Anglais,170 CH DES ANGLAIS,
2778,,Avenue de la Gare,Avenue,de la,Gare,2778 AV DE LA GARE,
916,,Rue Circle,Rue,,Circle,916 RUE CIRCLE,
1297,,Chemin Newton,Chemin,,Newton,1297 CH NEWTON,
2110,,Rue Barott,Rue,,Barott,2110 RUE BAROTT,
1068,,Chemin Saint-Henri,Chemin,,Saint-Henri,1068 CH ST-HENRI,
1009,,Rue des Pivoines,Rue,des,Pivoines,1009 RUE DES PIVOINES,
121,,Place La Millionnaire,Place,,La Millionnaire,121 PLACE LA MILLIONNAIRE,
1502,,Rue de Côte-d'Ivoire,Rue,de,Côte-d'Ivoire,1502 RUE DE COTE-D'IVOIRE,
565,,Rue des Érables,Rue,des,Érables,565 RUE DES ERABLES,
356,,Rue Terry-Fox,Rue,,Terry-Fox,356 RUE TERRY-FOX,
1404,,Rue Lauzon,Rue,,Lauzon,1404 RUE LAUZON,
769,,Rue des Alpes,Rue,des,Alpes,769 RUE DES ALPES,
371,,Rue de Margaux,Rue,de,Margaux,371 RUE DE MARGAUX,
2885,,Chemin Saint-Philippe,Chemin,,Saint-Philippe,2885 CH ST-PHILIPPE,
491,,Rue Marchand,Rue,,Marchand,491 RUE MARCHAND,
1906,,Rue Lavallée,Rue,,Lavallée,1906 RUE LAVALLEE,
2579,,Rue de Versailles,Rue,de,Versailles,2579 RUE DE VERSAILLES,
2966,,Rue Dugas,Rue,,Dugas,2966 RUE DUGAS,
964,,Rue Amicale,Rue,,Amicale,964 RUE AMICALE,
1314,,Avenue de Normandie,Avenue,de,Normandie,1314 AV DE NORMANDIE,
751,,Rue Mercier,Rue,,Mercier,751 RUE MERCIER,
1682,,Rue Barott,Rue,,Barott,1682 RUE BAROTT,
396,,Croissant de Bourguignon,Croissant,de,Bourguignon,396 CROISSANT DE BOURGUIGNON,
2340,,Rue de Chenonceau,Rue,de,Chenonceau,2340 RUE DE CHENONCEAU,
1811,,Avenue de la Gare,Avenue,de la,Gare,1811 AV DE LA GARE,
1365,,Avenue de Châteaubriant,Avenue,de,Châteaubriant,1365 AV DE CHATEAUBRIANT,
1519,,Rue Boissonneault,Rue,,Boissonneault,1519 RUE BOISSONNEAULT,
2053,,Avenue de la Gare,Avenue,de la,Gare,2053 AV DE LA GARE,
2336,,Boulevard de Mascouche,Boulevard,de,Mascouche,2336 BOUL DE MASCOUCHE,
2935,,Rue des Mésanges,Rue,des,Mésanges,2935 RUE DES MESANGES,
581,,Avenue de l'Étang,Avenue,de l',Étang,581 AV DE L'ETANG,
2309,,Avenue de la Gare,Avenue,de la,Gare,2309 AV DE LA GARE,
2438,,Rue de Montbéliard,Rue,de,Montbéliard,2438 RUE DE MONTBELIARD,
2058,,8e Avenue,Avenue,,8e,2058 8E AV,
865,,Chemin Pincourt,Chemin,,Pincourt,865 CH PINCOURT,
520,,Rue de l'Orangerie,Rue,de l',Orangerie,520 RUE DE L'ORANGERIE,
2052,,Rue Bergeron,Rue,,Bergeron,2052 RUE BERGERON,
3068,,Avenue Bourque,Avenue,,Bourque,3068 AV BOURQUE,
1122,,Avenue de Châteaubriant,Avenue,de,Châteaubriant,1122 AV DE CHATEAUBRIANT,
1601,,Rue Lauzon,Rue,,Lauzon,1601 RUE LAUZON,
2766,,Avenue de la Gare,Avenue,de la,Gare,2766 AV DE LA GARE,
2367,,Avenue de la Gare,Avenue,de la,Gare,2367 AV DE LA GARE,
3436,,Rue de Champlain,Rue,de,Champlain,3436 RUE DE CHAMPLAIN,
2526,,Rue de Carnac,Rue,de,Carnac,2526 RUE DE CARNAC,
883,,Chemin de la Cabane-Ronde,Chemin,de la,Cabane-Ronde,883 CH DE LA CABANE-RONDE,
2700,,Avenue Prévert,Avenue,,Prévert,2700 AV PREVERT,
1154,,Avenue Garden,Avenue,,Garden,1154 AV GARDEN,
405,,Place de la Charente,Place,de la,Charente,405 PLACE DE LA CHARENTE,
1455,,Chemin Pincourt,Chemin,,Pincourt,1455 CH PINCOURT,
975,,Avenue Dupuis,Avenue,,Dupuis,975 AV DUPUIS,
482,,Avenue de l'Étang,Avenue,de l',Étang,482 AV DE L'ETANG,
624,,Chemin des Anglais,Chemin,des,Anglais,624 CH DES ANGLAIS,
1711,,Rue Station,Rue,,Station,1711 RUE STATION,
2364,,Croissant François-Villon,Croissant,,François-Villon,2364 CROISSANT FRANCOIS-VILLON,
1203,,Croissant Augusta,Croissant,,Augusta,1203 CROISSANT AUGUSTA,
1170,,Rue d'Auvergne,Rue,d',Auvergne,1170 RUE D'AUVERGNE,
1185,,Avenue Garden,Avenue,,Garden,1185 AV GARDEN,
1916,,Rue Station,Rue,,Station,1916 RUE STATION,
1434,,Avenue Louise,Avenue,,Louise,1434 AV LOUISE,
1470,,Rue de l'Oiselet,Rue,de l',Oiselet,1470 RUE DE L'OISELET,
1201,,Avenue de Chambéry,Avenue,de,Chambéry,1201 AV DE CHAMBERY,
1160,,Rue des Fontaines,Rue,des,Fontaines,1160 RUE DES FONTAINES,
398,,Avenue de l'Étang,Avenue,de l',Étang,398 AV DE L'ETANG,
2115,,Rue Rochon,Rue,,Rochon,2115 RUE ROCHON,
2904,,Rue Gouin,Rue,,Gouin,2904 RUE GOUIN,
660,,Rue Houle,Rue,,Houle,660 RUE HOULE,
3072,,Boulevard de Mascouche,Boulevard,de,Mascouche,3072 BOUL DE MASCOUCHE,
1328,,Avenue de Chambéry,Avenue,de,Chambéry,1328 AV DE CHAMBERY,
2513,,Rue des Fontaines,Rue,des,Fontaines,2513 RUE DES FONTAINES,
2856,,Croissant des Grives,Croissant,des,Grives,2856 CROISSANT DES GRIVES,
2205,,Place de la Tourmente,Place,de la,Tourmente,2205 PLACE DE LA TOURMENTE,
1989,,Avenue de la Gare,Avenue,de la,Gare,1989 AV DE LA GARE,
474,,Rue Andrassy,Rue,,Andrassy,474 RUE ANDRASSY,
2445,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,2445 CH STE-MARIE,
2031,,Rue de Toulon,Rue,de,Toulon,2031 RUE DE TOULON,
1240,,Avenue Louise,Avenue,,Louise,1240 AV LOUISE,
1787,,Avenue de la Gare,Avenue,de la,Gare,1787 AV DE LA GARE,
2102,,4e Avenue,Avenue,,4e,2102 4E AV,
1911,,Rue Barott,Rue,,Barott,1911 RUE BAROTT,
371,,Place des Pluviers,Place,des,Pluviers,371 PLACE DES PLUVIERS,
512,,Rue du Grand-Héron,Rue,du,Grand-Héron,512 RUE DU GRAND-HERON,
2745,,Avenue du Bocage,Avenue,du,Bocage,2745 AV DU BOCAGE,
1356,,Rue de Valence,Rue,de,Valence,1356 RUE DE VALENCE,
2611,,Rue Daudet,Rue,,Daudet,2611 RUE DAUDET,
170,,Rue de Boissy,Rue,de,Boissy,170 RUE DE BOISSY,
3456,,Rue de Viau,Rue,de,Viau,3456 RUE DE VIAU,
597,,Rue Duhamel,Rue,,Duhamel,597 RUE DUHAMEL,
2332,,Rue de Versailles,Rue,de,Versailles,2332 RUE DE VERSAILLES,
2058,,Rue Glen Abbey,Rue,,Glen Abbey,2058 RUE GLEN ABBEY,
1260,,Rue Suzanne,Rue,,Suzanne,1260 RUE SUZANNE,
1485,,Rue du Panama,Rue,du,Panama,1485 RUE DU PANAMA,
1442,,Avenue Rawlinson,Avenue,,Rawlinson,1442 AV RAWLINSON,
1244,,Rue Robincrest,Rue,,Robincrest,1244 RUE ROBINCREST,
625,,Place des Charmilles,Place,des,Charmilles,625 PLACE DES CHARMILLES,
1799,,Avenue de la Gare,Avenue,de la,Gare,1799 AV DE LA GARE,
536,,Avenue de l'Étang,Avenue,de l',Étang,536 AV DE L'ETANG,
2861,,Rue des Mésanges,Rue,des,Mésanges,2861 RUE DES MESANGES,
1892,,Chemin Saint-Henri,Chemin,,Saint-Henri,1892 CH ST-HENRI,
1250,,Avenue de Châteaubriant,Avenue,de,Châteaubriant,1250 AV DE CHATEAUBRIANT,
1417,,Rue West,Rue,,West,1417 RUE WEST,
2876,,Rue Rostand,Rue,,Rostand,2876 RUE ROSTAND,
1534,,Rue de Côte-d'Ivoire,Rue,de,Côte-d'Ivoire,1534 RUE DE COTE-D'IVOIRE,
591,,Rue des Éperviers,Rue,des,Éperviers,591 RUE DES EPERVIERS,
113,,Montée Masson,Montée,,Masson,113 MTEE MASSON,
1455,,Rue Joy,Rue,,Joy,1455 RUE JOY,
718,,Rue de l'Oural,Rue,de l',Oural,718 RUE DE L'OURAL,
2663,,Rue de Montpellier,Rue,de,Montpellier,2663 RUE DE MONTPELLIER,
1484,,Rue Barott,Rue,,Barott,1484 RUE BAROTT,
1061,,Rue de Lorient,Rue,de,Lorient,1061 RUE DE LORIENT,
2624,,Rue de Clermont,Rue,de,Clermont,2624 RUE DE CLERMONT,
469,,Rue Terry-Fox,Rue,,Terry-Fox,469 RUE TERRY-FOX,
255,,Rue Bohémier,Rue,,Bohémier,255 RUE BOHEMIER,
1368,,Rue Moorecrest,Rue,,Moorecrest,1368 RUE MOORECREST,
2575,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,2575 CH STE-MARIE,
1885,,Croissant Duland,Croissant,,Duland,1885 CROISSANT DULAND,
2878,,Rue Gouin,Rue,,Gouin,2878 RUE GOUIN,
2525,,Rue des Fontaines,Rue,des,Fontaines,2525 RUE DES FONTAINES,
1391,,Rue Lauzon,Rue,,Lauzon,1391 RUE LAUZON,
1012,,Avenue Saint-Denis,Avenue,,Saint-Denis,1012 AV ST-DENIS,
581,,Rue de l'Orangerie,Rue,de l',Orangerie,581 RUE DE L'ORANGERIE,
852,,Avenue de la Grande-Allée,Avenue,de la,Grande-Allée,852 AV DE LA GRANDE-ALLEE,
2850,,Croissant des Grives,Croissant,des,Grives,2850 CROISSANT DES GRIVES,
1468,,Rue Barott,Rue,,Barott,1468 RUE BAROTT,
1055,,Avenue de Charny,Avenue,de,Charny,1055 AV DE CHARNY,
1369,,Chemin Pincourt,Chemin,,Pincourt,1369 CH PINCOURT,
417,,Place du Louvre,Place,du,Louvre,417 PLACE DU LOUVRE,
1572,,Rue Joy,Rue,,Joy,1572 RUE JOY,
2882,,Avenue des Ancêtres,Avenue,des,Ancêtres,2882 AV DES ANCETRES,
654,,Avenue de l'Étang,Avenue,de l',Étang,654 AV DE L'ETANG,
2745,,Avenue Therrien,Avenue,,Therrien,2745 AV THERRIEN,
1081,,Rue de Lorient,Rue,de,Lorient,1081 RUE DE LORIENT,
951,,Rue des Fontaines,Rue,des,Fontaines,951 RUE DES FONTAINES,
1618,,Avenue Phillips,Avenue,,Phillips,1618 AV PHILLIPS,
1008,,Rue Lapointe,Rue,,Lapointe,1008 RUE LAPOINTE,
329,,Croissant de Castelnaud,Croissant,de,Castelnaud,329 CROISSANT DE CASTELNAUD,
1607,,Avenue Phillips,Avenue,,Phillips,1607 AV PHILLIPS,
2725,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,2725 CH STE-MARIE,
732,,Avenue de l'Envolée,Avenue,de l',Envolée,732 AV DE L'ENVOLEE,
597,,Rue de Pompadour,Rue,de,Pompadour,597 RUE DE POMPADOUR,
1347,,Rue de Dijon,Rue,de,Dijon,1347 RUE DE DIJON,
2785,,Avenue du Bocage,Avenue,du,Bocage,2785 AV DU BOCAGE,
2930,,Rue des Mésanges,Rue,des,Mésanges,2930 RUE DES MESANGES,
2104,,Avenue de la Gare,Avenue,de la,Gare,2104 AV DE LA GARE,
1925,,Rue Lavallée,Rue,,Lavallée,1925 RUE LAVALLEE,
2329,,Rue de Bayonne,Rue,de,Bayonne,2329 RUE DE BAYONNE,
622,,Rue de Pompadour,Rue,de,Pompadour,622 RUE DE POMPADOUR,
1106,,Place Mauriac,Place,,Mauriac,1106 PLACE MAURIAC,
1002,,Rue Amicale,Rue,,Amicale,1002 RUE AMICALE,
934,,Croissant Georges-Delfosse,Croissant,,Georges-Delfosse,934 CROISSANT GEORGES-DELFOSSE,
375,,Rue de Margaux,Rue,de,Margaux,375 RUE DE MARGAUX,
212,,Rue de Boissy,Rue,de,Boissy,212 RUE DE BOISSY,
416,,Rue Terry-Fox,Rue,,Terry-Fox,416 RUE TERRY-FOX,
2192,,Rue de Fontainebleau,Rue,de,Fontainebleau,2192 RUE DE FONTAINEBLEAU,
1015,,Rue des Nénuphars,Rue,des,Nénuphars,1015 RUE DES NENUPHARS,
1032,,Rue Marguerite-Duras,Rue,,Marguerite-Duras,1032 RUE MARGUERITE-DURAS,
